Fever, 2, 1.2378752645665936
Hypothermia, 1, 1.9454362153971532
Body Weight, 24, 8.23170833147436
Birth Weight, 14, 19.6998332020658
Fetal Macrosomia, 1, 3.3367181180280827
Obesity, 17, 14.153412077806358
Cyanosis, 26, 45.32864927562052
Edema, 4, 2.3835123764115282
Hydrops Fetalis, 1, 2.341000252522606
Eye Manifestations, 3, 4.523630921686488
Fatigue, 2, 2.2760263110428585
Hypergammaglobulinemia, 1, 1.6791251637069355
Neurologic Manifestations, 7, 0.4895898922273407
Chorea, 14, 27.901767198577836
Dystonia, 1, 1.5361090335230454
Apraxias, 1, 2.3837740685058924
Aphasia, 1, 1.8106618145330335
Unconsciousness, 1, 0.9279728292056466
Coma, 1, 1.312084812843242
Syncope, 1, 1.4908914275297522
Amnesia, Transient Global, 1, 4.09885817007498
Mental Retardation, 3, 2.716340052218143
Muscle Weakness, 1, 0.9929910817028621
Muscular Atrophy, 1, 1.4608217695938281
Headache, 4, 3.5382570188475624
Facial Paralysis, 1, 1.3570969116304579
Hemiplegia, 1, 1.294632362892016
Ophthalmoplegia, 1, 1.3298472691830825
Paresis, 1, 1.2877357838329555
Paraparesis, Spastic, 1, 3.1712036795505094
Psychophysiologic Disorders, 2, 2.9650112683069563
Seizures, 1, 0.8451669255214139
Dizziness, 1, 1.3424714224114789
Hearing Disorders, 1, 0.7350165749565932
Paresthesia, 1, 1.3580181461497787
Vision Disorders, 1, 0.6634894318679091
Amaurosis Fugax, 2, 7.022143010345721
Scotoma, 1, 2.3812066730006465
Vision, Low, 1, 2.2560435300466404
Vertigo, 1, 1.5962519431875786
Oral Manifestations, 1, 1.8657762828479076
Chest Pain, 1, 1.0995608303564925
Angina Pectoris, 1, 1.4526833726908572
Anorexia, 1, 1.8252606139541863
Nausea, 1, 1.1387530741641398
Anoxia, 213, 213.42356577369114
Fetal Hypoxia, 3, 8.202675917208806
Apnea, 1, 1.8765539083417369
Dyspnea, 3, 3.015665044618851
Hemoptysis, 1, 1.6970743635369168
Hypercapnia, 6, 12.665902931523807
Hypoventilation, 5, 12.606766523719442
Jaundice, 1, 1.45471177095225
Pruritus, 4, 5.8637684339272145
Purpura, Thrombocytopenic, 1, 1.4149055205518302
Proteinuria, 9, 11.240799961801967
Albuminuria, 1, 2.065086665228332
Virilism, 3, 6.681167979520165
Hirsutism, 1, 2.4837222365262415
