Fever, 2, 1.2378752645665936
Weight Loss, 1, 1.0000537113811745
Eye Manifestations, 1, 1.507876973895496
Neurologic Manifestations, 1, 0.06994141317533438
Cerebrospinal Fluid Otorrhea, 10, 31.882981129098095
Cerebrospinal Fluid Rhinorrhea, 59, 157.97087685948532
Torticollis, 1, 2.154990922649467
Meningism, 2, 6.148707707121184
Communication Disorders, 1, 0.988522513781985
Aphasia, 3, 5.431985443599101
Confusion, 3, 4.526844633830985
Delirium, 2, 4.16791029906543
Consciousness Disorders, 3, 2.631387828673118
Unconsciousness, 3, 2.7839184876169396
Coma, 5, 6.56042406421621
Persistent Vegetative State, 1, 3.095079984077709
Syncope, 1, 1.4908914275297522
Mental Retardation, 1, 0.9054466840727143
Muscle Weakness, 3, 2.978973245108586
Pain, 2, 0.6587734172614802
Back Pain, 1, 1.1469285191793817
Low Back Pain, 3, 4.771263068630356
Facial Pain, 1, 1.9723285922962424
Headache, 56, 49.53559826386587
Neck Pain, 1, 1.9587920065787088
Neuralgia, 1, 1.5383141060813592
Paralysis, 2, 0.9689427549656967
Facial Paralysis, 2, 2.7141938232609157
Hemiplegia, 6, 7.767794177352096
Ophthalmoplegia, 2, 2.659694538366165
Paraplegia, 2, 2.554958567331533
Brown-Sequard Syndrome, 2, 7.070338113503842
Quadriplegia, 2, 2.7382793389872804
Paresis, 3, 3.8632073514988665
Seizures, 5, 4.225834627607069
Hearing Loss, 1, 0.8035505446228293
Deafness, 1, 1.2285271630622612
Hearing Loss, Conductive, 2, 4.534840434057497
Hearing Loss, Mixed Conductive-Sensorineural, 1, 4.003547990270655
Hearing Loss, Sudden, 1, 2.5853020293441618
Tinnitus, 5, 9.87016811273663
Olfaction Disorders, 1, 2.2882302165425417
Vision Disorders, 9, 5.9714048868111815
Blindness, 1, 1.0981383550099497
Diplopia, 2, 3.2883305977669517
Hemianopsia, 2, 4.164104398773258
Scotoma, 1, 2.3812066730006465
Earache, 2, 5.635848649225831
Diarrhea, 1, 0.9231881310823105
Nausea, 3, 3.4162592224924193
Vomiting, 3, 2.5305379962761627
Apnea, 1, 1.8765539083417369
Cough, 3, 3.944187453288997
Dyspnea, 1, 1.005221681539617
Hyperventilation, 1, 2.1051301466691736
Respiratory Sounds, 1, 1.6392693282712694
Sneezing, 4, 13.427683301382409
