Cyanosis, 1, 1.7434095875238662
Myoclonus, 1, 1.775070869430331
Speech Disorders, 1, 1.1529165610240042
Mental Retardation, 1, 0.9054466840727143
Hallucinations, 1, 1.7232881843244452
Paralysis, 4, 1.9378855099313934
Paraplegia, 1, 1.2774792836657665
Respiratory Paralysis, 2, 4.9788405152817585
Vocal Cord Paralysis, 1, 1.9877795434519612
Seizures, 1, 0.8451669255214139
Sleep Disorders, 1, 1.4929989098693168
Anoxia, 2, 2.0039771434149403
Apnea, 1, 1.8765539083417369
Cough, 1, 1.3147291510963324
Hypoventilation, 2, 5.042706609487777
