Fever, 2, 0.05318390348024846
Weight Loss, 2, 0.08593234162374583
Obesity, 1, 0.03576972116509865
Edema, 1, 0.025601224897128728
Fatigue, 1, 0.04889344149201931
Decerebrate State, 1, 0.1265146580244165
Dyskinesias, 1, 0.03213491076244486
Ataxia, 4, 0.2096051720228448
Cerebellar Ataxia, 3, 0.22024809504124912
Gait Ataxia, 2, 0.24078460966755064
Athetosis, 1, 0.11093966812425894
Chorea, 3, 0.25687879455812296
Dystonia, 6, 0.39598306992246585
Myoclonus, 1, 0.07626390193961642
Psychomotor Agitation, 1, 0.09634904869681613
Tremor, 2, 0.14945863025248038
Gait Disorders, Neurologic, 5, 0.37480933525389415
Catatonia, 5, 0.5804217088428901
Speech Disorders, 2, 0.09906749873340245
Aphasia, 2, 0.155586052869733
Articulation Disorders, 1, 0.08109209874861455
Dysarthria, 2, 0.17413985138679133
Mutism, 2, 0.2511154791116339
Confusion, 3, 0.19449073341007528
Delirium, 2, 0.17906952776654697
Consciousness Disorders, 5, 0.18842431100176346
Unconsciousness, 1, 0.03986929765338336
Coma, 6, 0.33823339414696324
Persistent Vegetative State, 2, 0.2659531858316447
Memory Disorders, 2, 0.12614169667986344
Amnesia, 1, 0.09329543346699634
Korsakoff Syndrome, 1, 0.1731385812556386
Psychomotor Disorders, 3, 0.1716373240425802
Muscle Rigidity, 2, 0.2063926245962387
Muscle Weakness, 2, 0.08532546591359967
Muscular Atrophy, 1, 0.06276254661500616
Low Back Pain, 1, 0.06833063119913936
Headache, 2, 0.07600859519742711
Paralysis, 3, 0.062444285906331776
Hemiplegia, 2, 0.11124481537251184
Quadriplegia, 17, 1.0
Vocal Cord Paralysis, 1, 0.08540268830395889
Seizures, 9, 0.3268047252453196
Sensation Disorders, 2, 0.02950087063227799
Deafness, 1, 0.052782272926378354
Hearing Loss, Central, 1, 0.1397873631591832
Vision Disorders, 2, 0.05701213832232519
Blindness, 2, 0.09436053203834913
Blindness, Cortical, 1, 0.1265146580244165
Voice Disorders, 1, 0.07154535035130752
Anorexia, 1, 0.07842024725554744
Bulimia, 1, 0.11874597839131981
Vomiting, 4, 0.14496225093586568
Hyperemesis Gravidarum, 4, 0.4940986454338496
Apnea, 1, 0.08062400533681631
Jaundice, 1, 0.06250003746944056
