Pain, 6, 0.11210538860157249
Low Back Pain, 1, 0.09021552384980529
Facial Pain, 3, 0.3356368934989984
Headache, 2, 0.10035258144827512
Neck Pain, 9, 1.0
Neuralgia, 5, 0.4362989765900072
Somatosensory Disorders, 2, 0.1186140422231813
Hypesthesia, 1, 0.09767703985886786
Photophobia, 1, 0.16190772221958433
Shoulder Pain, 1, 0.13729705621428306
