Asthenia, 1, 0.09501989289469395
Fever, 1, 0.02850467176380969
Body Weight, 4, 0.06318411091450515
Weight Loss, 2, 0.09211332871759313
Edema, 6, 0.16465610036656553
Eye Manifestations, 1, 0.06944405374502172
Fatigue, 2, 0.10482054982298439
Flushing, 1, 0.12038621343215454
Hypergammaglobulinemia, 2, 0.15466150107968182
Neurologic Manifestations, 2, 0.006442190363850344
Articulation Disorders, 1, 0.08692493428302611
Dysarthria, 1, 0.0933327375382018
Learning Disorders, 1, 0.07991840719053685
Mental Retardation, 11, 0.4586957570716943
Muscle Hypotonia, 1, 0.07628927973516976
Muscle Weakness, 1, 0.045731400664574325
Tetany, 1, 0.10966454627307123
Pain, 9, 0.1365267447128667
Facial Pain, 4, 0.3633359886448025
Headache, 3, 0.12221367268400547
Neuralgia, 2, 0.14169162247163888
Pain, Intractable, 1, 0.09178523629405715
Facial Paralysis, 16, 1.0
Hemiplegia, 1, 0.05962324575887348
Ophthalmoplegia, 2, 0.12249007953910263
Paraplegia, 2, 0.1176665491533471
Paresis, 1, 0.0593056293915402
Psychophysiologic Disorders, 1, 0.0682755972256041
Seizures, 7, 0.27246435147463194
Dizziness, 1, 0.0618264349300685
Hearing Disorders, 1, 0.03385059352879605
Hearing Loss, 1, 0.037006870038919094
Deafness, 1, 0.0565788242780259
Hearing Loss, Sensorineural, 1, 0.05594920350072538
Hyperalgesia, 1, 0.11025880214038092
Paresthesia, 2, 0.1250848534205098
Vision Disorders, 7, 0.2138952818730263
Amblyopia, 8, 0.9444897441829339
Blindness, 3, 0.15172161973089296
Diplopia, 1, 0.07572070225755494
Hemianopsia, 1, 0.09588722908913279
Vertigo, 1, 0.0735140914360803
Oral Manifestations, 2, 0.17185363355944003
Oral Hemorrhage, 2, 0.23726311169439096
Angina Pectoris, 1, 0.06690215710836556
Toothache, 1, 0.1257547586992683
Flank Pain, 1, 0.14501803232844387
Constipation, 1, 0.07340648813777326
Anoxia, 1, 0.04614577278528926
Dyspnea, 1, 0.04629467104213254
Respiratory Sounds, 1, 0.07549522229319833
Skin Manifestations, 2, 0.05640323222807397
Cafe-au-Lait Spots, 3, 0.45647923154337194
Ecchymosis, 2, 0.21184754874237322
Pruritus, 1, 0.06751277745524893
Purpura, 1, 0.04896567245940778
