Fever, 5, 0.19573549369227083
Body Weight, 24, 0.5206461556547998
Birth Weight, 3, 0.26699827780964136
Cachexia, 1, 0.12616401706680094
Obesity, 2, 0.10531613624916641
Edema, 9, 0.33919748343441025
Intermittent Claudication, 1, 0.1403051453870434
Mental Retardation, 1, 0.057268469220460146
Phantom Limb, 1, 0.2042533084397481
Muscle Weakness, 2, 0.12561110488119015
Muscular Atrophy, 1, 0.09239530943143176
Spasm, 1, 0.08647873935967906
Pain, 48, 1.0
Back Pain, 2, 0.14508383928968593
Low Back Pain, 5, 0.5029615713346487
Headache, 3, 0.16784303820064234
Neck Pain, 1, 0.12389135849883733
Neuralgia, 1, 0.09729661125849916
Sciatica, 3, 0.4116379853129109
Pain, Intractable, 7, 0.882377463033415
Paralysis, 1, 0.030642261612548242
Facial Paralysis, 2, 0.17166966112970816
Hemiplegia, 3, 0.2456520574770989
Paraplegia, 5, 0.4039955323891449
Vocal Cord Paralysis, 1, 0.12572478711744553
Paresis, 2, 0.1628956368116763
Paraparesis, 1, 0.14141724187937502
Seizures, 3, 0.16036752990025976
Sensation Disorders, 1, 0.021714718550906075
Hearing Loss, 5, 0.25411827356209565
Deafness, 2, 0.1554058814548162
Hearing Loss, High-Frequency, 1, 0.19642605963409845
Hearing Loss, Sensorineural, 2, 0.15367649288714574
Tinnitus, 1, 0.12485537331088863
Hyperalgesia, 6, 0.9085483776003233
Hypesthesia, 1, 0.10891207046034199
Paresthesia, 3, 0.25767929278989754
Vision Disorders, 2, 0.0839298984145962
Blindness, 2, 0.13891199490801515
Vision, Low, 1, 0.14269217805221818
Abdominal Pain, 2, 0.10733124823536354
Arthralgia, 7, 0.6540627710100628
Chest Pain, 1, 0.0695459673959526
Angina, Unstable, 1, 0.1418393715343276
Toothache, 1, 0.1727062144908129
Pelvic Pain, 1, 0.12909586157237243
Anorexia, 1, 0.11544565033843446
Diarrhea, 1, 0.05839059549235214
Nausea, 8, 0.5761986566377324
Vomiting, 15, 0.8002681985597073
Anoxia, 15, 0.950619501194294
Cough, 1, 0.08315511807292172
Dyspnea, 3, 0.19073737175794098
Hemoptysis, 1, 0.10733801632128005
Respiratory Sounds, 1, 0.10368191382388277
Skin Manifestations, 1, 0.03873089505285477
Jaundice, 1, 0.09200885899177873
Pruritus, 1, 0.09271916502134388
Oliguria, 1, 0.16533328371669354
Proteinuria, 1, 0.07899641849580277
Albuminuria, 1, 0.13061437432545048
