Fever, 1, 0.04272322456768692
Birth Weight, 1, 0.09712961070464425
Cyanosis, 1, 0.12034181706881271
Edema, 2, 0.08226300131535802
Heart Murmurs, 1, 0.16313889410959423
Language Development Disorders, 1, 0.17163953662309056
Speech Disorders, 1, 0.07958202987710485
Mental Retardation, 16, 1.0
Psychomotor Disorders, 1, 0.0919187881974015
Muscle Hypotonia, 1, 0.11434350331200345
Muscle Weakness, 1, 0.06854290119797361
Myotonia, 1, 0.21081090700329014
Trismus, 1, 0.17932864462891507
Facial Pain, 1, 0.13614334138818887
Seizures, 1, 0.058339086965882886
Hearing Disorders, 1, 0.050735771352273085
Hearing Loss, 1, 0.055466445371501985
Deafness, 3, 0.25440354150733757
Hearing Loss, Conductive, 2, 0.3130250870804803
Blindness, 1, 0.07580087088000208
Sleep Disorders, 6, 0.6183407604771034
Apnea, 6, 0.7771939839272062
Snoring, 2, 0.3810418661689018
Cafe-au-Lait Spots, 1, 0.22805927956077762
Hirsutism, 1, 0.17144315895514806
